priority,non_priority,dynamic_price,static_price
34,11,1.56,10
34,12,1.64,10
34,13,1.72,10
34,14,1.8,10
34,15,1.88,10
34,16,1.96,10
34,17,2.04,10
34,18,2.12,10
34,19,2.2,10
34,20,2.28,10
34,21,2.36,10
34,22,2.44,10
34,23,2.52,10
34,24,2.6,10
34,25,2.68,10
34,26,2.76,10
34,27,2.84,10
34,28,2.92,10
34,29,3,10
34,30,3.08,10
34,31,3.16,10
34,32,3.24,10
34,33,3.32,10
34,34,3.4,10
34,35,3.48,10
34,36,3.56,10
34,37,3.64,10
34,38,3.72,10
34,39,3.8,10
34,40,3.88,10
34,41,3.96,10
34,42,4.04,10
34,43,4.12,10
34,44,4.2,10
34,45,4.28,10
34,46,4.36,10
34,47,4.44,10
34,48,4.52,10
34,49,4.6,10
34,50,4.68,10
34,51,4.76,10
34,52,4.84,10
34,53,4.92,10
34,54,5,10
34,55,5.08,10
34,56,5.16,10
34,57,5.24,10
34,58,5.32,10
34,59,5.4,10
34,60,5.48,10
35,1,0.78,10
35,2,0.86,10
35,3,0.94,10
35,4,1.02,10
35,5,1.1,10
35,6,1.18,10
35,7,1.26,10
35,8,1.34,10
35,9,1.42,10
35,10,1.5,10
35,11,1.58,10
35,12,1.66,10
35,13,1.74,10
35,14,1.82,10
35,15,1.9,10
35,16,1.98,10
35,17,2.06,10
35,18,2.14,10
35,19,2.22,10
35,20,2.3,10
35,21,2.38,10
35,22,2.46,10
35,23,2.54,10
35,24,2.62,10
35,25,2.7,10
35,26,2.78,10
35,27,2.86,10
35,28,2.94,10
35,29,3.02,10
35,30,3.1,10
35,31,3.18,10
35,32,3.26,10
35,33,3.34,10
35,34,3.42,10
35,35,3.5,10
35,36,3.58,10
35,37,3.66,10
35,38,3.74,10
35,39,3.82,10
35,40,3.9,10
35,41,3.98,10
35,42,4.06,10
35,43,4.14,10
35,44,4.22,10
35,45,4.3,10
35,46,4.38,10
35,47,4.46,10
35,48,4.54,10
35,49,4.62,10
35,50,4.7,10
35,51,4.78,10
35,52,4.86,10
35,53,4.94,10
35,54,5.02,10
35,55,5.1,10
35,56,5.18,10
35,57,5.26,10
35,58,5.34,10
35,59,5.42,10
35,60,5.5,10
36,1,0.8,10
36,2,0.88,10
36,3,0.96,10
36,4,1.04,10
36,5,1.12,10
36,6,1.2,10
36,7,1.28,10
36,8,1.36,10
36,9,1.44,10
36,10,1.52,10
36,11,1.6,10
36,12,1.68,10
36,13,1.76,10
36,14,1.84,10
36,15,1.92,10
36,16,2,10
36,17,2.08,10
36,18,2.16,10
36,19,2.24,10
36,20,2.32,10
36,21,2.4,10
36,22,2.48,10
36,23,2.56,10
36,24,2.64,10
36,25,2.72,10
36,26,2.8,10
36,27,2.88,10
36,28,2.96,10
36,29,3.04,10
36,30,3.12,10
36,31,3.2,10
36,32,3.28,10
36,33,3.36,10
36,34,3.44,10
36,35,3.52,10
36,36,3.6,10
36,37,3.68,10
36,38,3.76,10
36,39,3.84,10
36,40,3.92,10
36,41,4,10
36,42,4.08,10
36,43,4.16,10
36,44,4.24,10
36,45,4.32,10
36,46,4.4,10
36,47,4.48,10
36,48,4.56,10
36,49,4.64,10
36,50,4.72,10
36,51,4.8,10
36,52,4.88,10
36,53,4.96,10
36,54,5.04,10
36,55,5.12,10
36,56,5.2,10
36,57,5.28,10
36,58,5.36,10
36,59,5.44,10
36,60,5.52,10
37,1,0.82,10
37,2,0.9,10
37,3,0.98,10
37,4,1.06,10
37,5,1.14,10
37,6,1.22,10
37,7,1.3,10
37,8,1.38,10
37,9,1.46,10
37,10,1.54,10
37,11,1.62,10
37,12,1.7,10
37,13,1.78,10
37,14,1.86,10
37,15,1.94,10
37,16,2.02,10
37,17,2.1,10
37,18,2.18,10
37,19,2.26,10
37,20,2.34,10
37,21,2.42,10
37,22,2.5,10
37,23,2.58,10
37,24,2.66,10
37,25,2.74,10
37,26,2.82,10
37,27,2.9,10
37,28,2.98,10
37,29,3.06,10
37,30,3.14,10
37,31,3.22,10
37,32,3.3,10
37,33,3.38,10
37,34,3.46,10
37,35,3.54,10
37,36,3.62,10
37,37,3.7,10
37,38,3.78,10
37,39,3.86,10
37,40,3.94,10
37,41,4.02,10
37,42,4.1,10
37,43,4.18,10
37,44,4.26,10
37,45,4.34,10
37,46,4.42,10
37,47,4.5,10
37,48,4.58,10
37,49,4.66,10
37,50,4.74,10
37,51,4.82,10
37,52,4.9,10
37,53,4.98,10
37,54,5.06,10
37,55,5.14,10
37,56,5.22,10
37,57,5.3,10
37,58,5.38,10
37,59,5.46,10
37,60,5.54,10
38,1,0.84,10
38,2,0.92,10
38,3,1,10
38,4,1.08,10
38,5,1.16,10
38,6,1.24,10
38,7,1.32,10
38,8,1.4,10
38,9,1.48,10
38,10,1.56,10
38,11,1.64,10
38,12,1.72,10
38,13,1.8,10
38,14,1.88,10
38,15,1.96,10
38,16,2.04,10
38,17,2.12,10
38,18,2.2,10
38,19,2.28,10
38,20,2.36,10
38,21,2.44,10
38,22,2.52,10
38,23,2.6,10
38,24,2.68,10
38,25,2.76,10
38,26,2.84,10
38,27,2.92,10
38,28,3,10
38,29,3.08,10
38,30,3.16,10
38,31,3.24,10
38,32,3.32,10
38,33,3.4,10
38,34,3.48,10
38,35,3.56,10
38,36,3.64,10
38,37,3.72,10
38,38,3.8,10
38,39,3.88,10
38,40,3.96,10
38,41,4.04,10
38,42,4.12,10
38,43,4.2,10
38,44,4.28,10
38,45,4.36,10
38,46,4.44,10
38,47,4.52,10
38,48,4.6,10
38,49,4.68,10
38,50,4.76,10
38,51,4.84,10
38,52,4.92,10
38,53,5,10
38,54,5.08,10
38,55,5.16,10
38,56,5.24,10
38,57,5.32,10
38,58,5.4,10
38,59,5.48,10
38,60,5.56,10
39,1,0.86,10
39,2,0.94,10
39,3,1.02,10
39,4,1.1,10
39,5,1.18,10
39,6,1.26,10
39,7,1.34,10
39,8,1.42,10
39,9,1.5,10
39,10,1.58,10
39,11,1.66,10
39,12,1.74,10
39,13,1.82,10
39,14,1.9,10
39,15,1.98,10
39,16,2.06,10
39,17,2.14,10
39,18,2.22,10
39,19,2.3,10
39,20,2.38,10
39,21,2.46,10
39,22,2.54,10
39,23,2.62,10
39,24,2.7,10
39,25,2.78,10
39,26,2.86,10
39,27,2.94,10
39,28,3.02,10
39,29,3.1,10
39,30,3.18,10
39,31,3.26,10
39,32,3.34,10
39,33,3.42,10
39,34,3.5,10
39,35,3.58,10
39,36,3.66,10
39,37,3.74,10
39,38,3.82,10
39,39,3.9,10
39,40,3.98,10
39,41,4.06,10
39,42,4.14,10
39,43,4.22,10
39,44,4.3,10
39,45,4.38,10
39,46,4.46,10
39,47,4.54,10
39,48,4.62,10
39,49,4.7,10
39,50,4.78,10
39,51,4.86,10
39,52,4.94,10
39,53,5.02,10
39,54,5.1,10
39,55,5.18,10
39,56,5.26,10
39,57,5.34,10
39,58,5.42,10
39,59,5.5,10
39,60,5.58,10
40,1,0.88,10
40,2,0.96,10
40,3,1.04,10
40,4,1.12,10
40,5,1.2,10
40,6,1.28,10
40,7,1.36,10
40,8,1.44,10
40,9,1.52,10
40,10,1.6,10
40,11,1.68,10
40,12,1.76,10
40,13,1.84,10
40,14,1.92,10
40,15,2,10
40,16,2.08,10
40,17,2.16,10
40,18,2.24,10
40,19,2.32,10
40,20,2.4,10
40,21,2.48,10
40,22,2.56,10
40,23,2.64,10
40,24,2.72,10
40,25,2.8,10
40,26,2.88,10
40,27,2.96,10
40,28,3.04,10
40,29,3.12,10
40,30,3.2,10
40,31,3.28,10
40,32,3.36,10
40,33,3.44,10
40,34,3.52,10
40,35,3.6,10
40,36,3.68,10
40,37,3.76,10
40,38,3.84,10
40,39,3.92,10
40,40,4,10
40,41,4.08,10
40,42,4.16,10
40,43,4.24,10
40,44,4.32,10
40,45,4.4,10
40,46,4.48,10
40,47,4.56,10
40,48,4.64,10
40,49,4.72,10
40,50,4.8,10
40,51,4.88,10
40,52,4.96,10
40,53,5.04,10
40,54,5.12,10
40,55,5.2,10
40,56,5.28,10
40,57,5.36,10
40,58,5.44,10
40,59,5.52,10
40,60,5.6,10
41,1,0.9,10
41,2,0.98,10
41,3,1.06,10
41,4,1.14,10
41,5,1.22,10
41,6,1.3,10
41,7,1.38,10
41,8,1.46,10
41,9,1.54,10
41,10,1.62,10
41,11,1.7,10
41,12,1.78,10
41,13,1.86,10
41,14,1.94,10
41,15,2.02,10
41,16,2.1,10
41,17,2.18,10
41,18,2.26,10
41,19,2.34,10
41,20,2.42,10
41,21,2.5,10
41,22,2.58,10
41,23,2.66,10
41,24,2.74,10
41,25,2.82,10
41,26,2.9,10
41,27,2.98,10
41,28,3.06,10
41,29,3.14,10
41,30,3.22,10
41,31,3.3,10
41,32,3.38,10
41,33,3.46,10
41,34,3.54,10
41,35,3.62,10
41,36,3.7,10
41,37,3.78,10
41,38,3.86,10
41,39,3.94,10
41,40,4.02,10
41,41,4.1,10
41,42,4.18,10
41,43,4.26,10
41,44,4.34,10
41,45,4.42,10
41,46,4.5,10
41,47,4.58,10
41,48,4.66,10
41,49,4.74,10
41,50,4.82,10
41,51,4.9,10
41,52,4.98,10
41,53,5.06,10
41,54,5.14,10
41,55,5.22,10
41,56,5.3,10
41,57,5.38,10
41,58,5.46,10
41,59,5.54,10
41,60,5.62,10
